"Index","Original Thai","Locations","Claude score","Claude verdict","Claude raw verdict","Claude issue","Claude suggestion","agy score","agy verdict","agy raw verdict","agy issue","agy suggestion","Average","Score difference","Status"
"TH-385","แบบร่างโครงร่างการทบทวน 1 หน้า","app/guide-data.ts:745:33; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-60","3","REVISE","REVISE","""แบบร่างโครงร่าง"" ซ้ำซ้อน ทั้งสองคำหมายถึงร่าง/โครงเดียวกัน","โครงร่างการทบทวนวรรณกรรมแบบหน้าเดียว","5","PASS","PASS","-","-","4.0","2","ควรทบทวน"
"TH-386","ช่วยให้ทีมเข้าใจตรงกันก่อนขยายการค้น","app/guide-data.ts:745:76; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-60","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-387","การตัดสินใจที่งานนี้ต้องช่วยสนับสนุน:
คำถามทบทวน:
ชนิดงานทบทวนและเหตุผล:
ประชากร/ปรากฏการณ์:
แนวคิด/การแทรกแซง:
บริบท/ตัวเปรียบเทียบ:
ประเภทหลักฐานที่จะคัดเข้า:
แหล่งที่จะค้น:
แนวทางประเมิน:
แนวทางสังเคราะห์:
แผนลงทะเบียน/รายงาน:
ข้อจำกัดที่ทราบ:","app/guide-data.ts:745:125","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-388","6 จุดที่มักพลาดและควรระวังตั้งแต่ต้น","app/guide-data.ts:747:22","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-389","เลือกวิธีก่อนตั้งคำถาม","app/guide-data.ts:749:10; app/research-tools.ts:324:462; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-390","เลือกชื่อวิธีที่กำลังนิยมก่อนกำหนดข้อสรุปที่ต้องการและหลักฐานที่จะใช้","app/guide-data.ts:749:36; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","4","PASS","PASS","-","-","3","REVISE","REVISE","คำว่า ข้อสรุปที่ต้องการ ไม่สอดคล้องกับหัวข้อการตั้งคำถามและแปลคลาดเคลื่อน","เปลี่ยน กำหนดข้อสรุปที่ต้องการ เป็น กำหนดวัตถุประสงค์ หรือ กำหนดคำถามวิจัย","3.5","1","ควรทบทวน"
"TH-391","พึ่งฐานข้อมูลเดียว","app/guide-data.ts:750:10; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-392","คิดว่าฐานข้อมูลเพียงแห่งเดียวหรือ Google Scholar ครอบคลุมงานทั้งหมดแล้ว","app/guide-data.ts:750:32; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-393","เปลี่ยนเกณฑ์กลางทาง","app/guide-data.ts:751:10; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-394","เปลี่ยนเกณฑ์หลังเห็นผลการค้นโดยไม่บันทึกเหตุผล","app/guide-data.ts:751:33; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-395","ใช้แบบประเมินไม่ตรงประเภท","app/guide-data.ts:752:10; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-396","ใช้รายการตรวจสอบชุดเดียวกับงานวิจัยที่มีระเบียบวิธีต่างกัน","app/guide-data.ts:752:39; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-397","ย้อนกลับหาแหล่งเดิมไม่ได้","app/guide-data.ts:753:10; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-398","เก็บข้อค้นพบโดยไม่ระบุหน้า ตาราง หรือข้อความต้นทาง","app/guide-data.ts:753:39; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-399","สรุปเกินหลักฐาน","app/guide-data.ts:754:10; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-400","อ้างเหตุและผลหรือเหมารวมกว้างกว่าที่หลักฐานรองรับ","app/guide-data.ts:754:29; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-61","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-401","แนวทางการรายงานอย่างเป็นทางการ","app/guide-data.ts:756:24","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-402","แนวทางเหล่านี้อาจมีการปรับปรุง ควรตรวจฉบับล่าสุด รวมถึงข้อกำหนดของวารสารหรือสถาบันเป้าหมายทุกครั้ง","app/guide-data.ts:756:74","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-403","แนวทางการรายงาน PRISMA","app/guide-data.ts:758:40","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-404","PRISMA สำหรับการทบทวนวรรณกรรมแบบกำหนดขอบเขต","app/guide-data.ts:759:40","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-405","มาตรฐาน RAMESES","app/guide-data.ts:760:40","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-406","แนวทาง eMERGe สำหรับการสังเคราะห์แบบเมตาชาติพันธุ์วรรณนา","app/guide-data.ts:761:40","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-407","คลังแนวทาง EQUATOR","app/guide-data.ts:762:40","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-408","เลือกภาษา","app/i18n.ts:146:20","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-409","เปลี่ยนเป็นโหมดสว่าง","app/i18n.ts:148:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-410","เปลี่ยนเป็นโหมดมืด","app/i18n.ts:149:17","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-411","ปิดรายละเอียด","app/i18n.ts:150:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-412","ขั้นตอนการทบทวนวรรณกรรม","app/i18n.ts:151:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-413","รายการที่ค้นพบ","app/i18n.ts:152:19; app/research-tools.ts:426:29","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-414","รายการที่ผ่านการคัดกรอง","app/i18n.ts:153:17","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-415","งานวิจัยที่นำมาสังเคราะห์","app/i18n.ts:154:17","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-416","รายการตรวจสอบโครงร่าง","app/i18n.ts:155:26","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-417","กำหนดคำถามแล้ว","app/i18n.ts:156:24","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-418","วางแผนแหล่งค้นแล้ว","app/i18n.ts:156:42","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-419","บันทึกเกณฑ์คัดเลือกแล้ว","app/i18n.ts:156:64","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-420","เริ่มต้น","app/i18n.ts:158:19; app/stat-test-data.ts:58:12","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
